order_id;product_id;add_to_cart_order;reordered
1465274;26209;11.0;0
188913;19389;30.0;1
3294405;2535;5.0;0
1990060;31964;7.0;1
3021760;44632;10.0;0
1905578;432;6.0;0
2782531;6348;10.0;1
2552865;12341;2.0;1
2782745;49683;24.0;1
2833620;33745;8.0;1
90100;46061;14.0;1
1727887;39275;5.0;1
2643939;41534;13.0;1
701876;8277;6.0;0
3169353;38510;18.0;0
2902500;23543;18.0;0
682432;6210;5.0;0
1838376;35336;5.0;1
2967550;1633;18.0;1
803313;15290;1.0;1
1729543;48287;7.0;1
1186743;33754;6.0;1
2132676;22170;1.0;0
1033245;39299;8.0;1
3282405;46462;36.0;0
1401602;24852;9.0;0
1394557;46270;2.0;1
1818631;31691;4.0;0
616992;44632;1.0;1
979134;1458;9.0;0
1080523;16185;13.0;1
3023266;38647;13.0;1
2205944;30639;5.0;0
849000;46906;2.0;1
1003228;34664;5.0;1
317063;27104;9.0;1
2142242;24852;2.0;0
2631146;31635;14.0;0
857848;42828;5.0;1
3312548;21903;8.0;1
3211900;25804;6.0;1
182337;4942;3.0;1
3367414;10957;2.0;1
1357728;17600;10.0;1
345244;46206;4.0;0
2059454;19048;4.0;1
1641722;13176;1.0;1
487409;49683;7.0;0
937711;4605;8.0;1
555511;3298;1.0;1
686221;6948;3.0;1
526820;28656;11.0;1
3087509;1335;10.0;0
205285;1992;36.0;1
2488608;33754;1.0;1
3305643;13828;5.0;0
2850523;11520;2.0;0
2998440;39275;11.0;1
1502984;23047;8.0;0
2331316;21137;13.0;0
988270;19911;5.0;1
2291137;30233;1.0;0
1926555;25466;4.0;0
1320573;29509;1.0;1
1149324;45681;12.0;1
2093544;43662;3.0;1
2660934;46025;7.0;0
2064805;49451;7.0;1
2203251;36714;10.0;1
3127171;4920;19.0;1
1511266;47209;3.0;0
2498417;26604;4.0;0
1789456;32360;21.0;0
3409244;5115;19.0;0
1842694;44422;6.0;1
395218;36717;5.0;1
386281;4799;8.0;1
457772;42579;22.0;1
2176616;45066;6.0;1
405562;45;7.0;1
2853123;23569;4.0;0
2527286;34969;5.0;0
295577;2539;1.0;0
781620;11520;13.0;0
401355;20113;9.0;0
1544903;46979;10.0;1
573201;13176;2.0;1
823621;22935;12.0;1
2396220;30482;6.0;0
627020;13535;4.0;0
2011131;8490;1.0;1
1931407;39247;12.0;0
758725;21903;21.0;1
114686;41588;4.0;0
2370148;44310;10.0;0
607116;39121;7.0;0
74146;20940;2.0;1
127437;9372;3.0;1
2704050;21612;3.0;1
595376;36591;42.0;1
713833;23622;4.0;1
1594106;14129;5.0;0
1746761;42265;5.0;1
2085036;14129;1.0;0
1926574;42342;4.0;1
938146;21137;1.0;1
724950;24764;8.0;0
718807;21903;21.0;1
753306;21938;5.0;1
3374896;11281;3.0;1
243380;32478;3.0;1
1293750;13733;15.0;1
901769;17939;1.0;0
2246052;15001;11.0;0
492630;26466;18.0;1
3283880;5405;9.0;0
74458;23765;20.0;1
1175743;18834;3.0;0
2721642;34969;5.0;1
639490;48795;7.0;1
643121;33787;3.0;1
2565771;32139;8.0;0
1573697;49191;4.0;1
3021474;33731;15.0;1
2444289;32030;10.0;1
804125;31985;9.0;1
2999169;45007;21.0;1
2227611;40852;1.0;1
348836;15887;2.0;0
2625025;43014;13.0;0
2274776;22548;7.0;1
1422632;47492;4.0;1
1335714;1463;11.0;1
615538;1244;5.0;0
3333879;8277;12.0;1
2626587;46013;6.0;0
2655727;22256;7.0;0
730451;16127;18.0;0
3332837;9127;13.0;1
703215;42318;3.0;0
37444;44449;17.0;1
56065;3693;8.0;1
305139;20452;10.0;1
2895051;48290;16.0;0
1560618;36259;22.0;0
396514;29418;4.0;0
837754;14947;12.0;1
1459666;22952;6.0;1
1053560;29447;2.0;1
2601399;16823;5.0;1
2798178;34423;11.0;1
3281788;33956;8.0;1
3399173;17207;1.0;1
2729238;4920;4.0;1
2727941;8193;8.0;0
1301260;17795;6.0;1
2020366;37508;1.0;1
1583673;4920;12.0;1
1184550;44570;10.0;0
2225013;5210;18.0;0
2910441;13486;3.0;0
595114;44584;3.0;1
2315342;21573;5.0;0
3023709;42460;9.0;1
2665479;15592;5.0;0
2065858;22035;5.0;1
113387;12324;11.0;1
2553320;48230;9.0;1
2880667;38563;11.0;0
2359691;29330;9.0;0
167122;2238;5.0;0
351031;34358;16.0;0
1201979;5194;12.0;0
211020;7751;11.0;0
2083310;39877;40.0;1
2036326;11107;2.0;0
689524;39495;1.0;1
3138616;38563;22.0;0
2866368;24117;15.0;1
2653270;8087;7.0;0
396185;42074;11.0;0
3336701;12413;15.0;0
1307152;26209;3.0;0
1141064;44566;24.0;1
2295105;32650;1.0;0
1172194;24852;5.0;1
2733437;44359;4.0;1
2954483;24239;5.0;0
3085332;10991;37.0;0
2942917;2622;14.0;0
2941454;43692;18.0;0
655504;17890;18.0;0
147849;27288;28.0;0
658660;21137;4.0;1
2888442;38844;5.0;1
132028;17794;9.0;1
1597701;46804;14.0;1
1332513;34586;9.0;1
1449066;13176;2.0;1
967759;43789;4.0;0
2610481;47626;2.0;0
1316385;13286;7.0;0
2082198;27845;6.0;1
2273779;19057;17.0;1
2118856;3892;3.0;0
1896124;33756;12.0;1
1338183;36106;7.0;1
1264088;22752;5.0;0
457054;33731;9.0;0
781401;17582;9.0;0
32279;21417;28.0;0
1470623;36082;3.0;0
3221657;38444;8.0;0
761562;24186;9.0;1
844596;45496;5.0;0
405972;6184;3.0;1
2951316;34664;17.0;0
94319;15700;3.0;1
470838;48628;6.0;1
2842288;40285;2.0;1
644277;43789;3.0;1
427814;14996;7.0;0
51821;16953;3.0;0
678023;47877;5.0;1
409407;24952;9.0;0
2578059;36259;4.0;1
255849;43772;5.0;1
880772;8277;10.0;1
3214678;42701;6.0;0
151413;34234;8.0;1
2972566;37646;2.0;1
983288;4138;4.0;1
3225427;32857;6.0;1
1964897;32828;8.0;0
2156930;31964;1.0;1
2269413;4671;6.0;0
1903529;35234;9.0;0
2112533;11005;5.0;1
3365475;11568;21.0;0
2140734;35855;10.0;0
1101165;8381;13.0;1
3287386;43820;8.0;0
2250643;6747;6.0;0
2919925;26683;10.0;0
1384602;24964;4.0;1
2994421;4799;5.0;1
3056880;21511;2.0;0
1384393;6052;7.0;1
383831;4776;18.0;1
1082627;34287;7.0;0
1658840;23537;9.0;1
3202166;2611;1.0;1
2674615;18840;1.0;0
3105891;44142;9.0;1
1541332;47626;7.0;0
222656;44142;6.0;0
35880;38456;5.0;1
2787031;43421;10.0;0
729965;23375;5.0;1
1304543;27966;3.0;0
1013065;15792;3.0;0
2717012;38889;1.0;1
2508022;49235;2.0;1
2839008;3988;3.0;0
743380;48071;3.0;0
312689;14992;12.0;0
34162;5456;21.0;1
3271467;12341;9.0;0
2937227;34584;4.0;0
2016245;6187;10.0;1
3419057;44514;21.0;0
225594;16759;29.0;1
1899098;7021;6.0;0
296326;3952;3.0;1
172107;24852;1.0;1
1338639;47766;2.0;1
2530576;38988;2.0;1
1406784;38995;13.0;1
213017;35168;9.0;1
1977729;32568;18.0;0
1189066;27104;18.0;1
730452;31392;13.0;1
1107172;37646;4.0;0
2269865;6740;9.0;1
1514042;10112;4.0;1
1699964;15950;1.0;0
2100270;34126;28.0;0
3253251;35561;2.0;0
55678;29873;17.0;0
844934;38311;10.0;1
1894219;8424;18.0;0
2567117;49480;6.0;0
2075336;43713;4.0;1
2799244;8174;9.0;0
2988891;6348;11.0;1
2214196;3211;44.0;1
2361145;40002;4.0;0
1688711;20119;5.0;0
1016419;33198;2.0;1
202853;35970;10.0;0
1011137;3599;3.0;1
3173545;10851;5.0;1
810763;15286;18.0;1
1730453;16145;23.0;0
196103;1103;5.0;1
2285180;20127;3.0;1
1867528;36551;3.0;1
1886357;2716;3.0;0
3075244;2091;8.0;1
3341697;19508;6.0;1
3381959;12036;17.0;1
1932059;48193;2.0;1
2663030;35633;3.0;0
2612136;20119;4.0;0
1498755;28849;3.0;1
345945;33153;8.0;0
2114824;3142;14.0;1
2200603;6104;22.0;0
291377;26856;13.0;1
1527039;11710;24.0;1
812152;29603;19.0;0
1430887;18465;15.0;1
3333284;5818;14.0;1
656987;3151;3.0;1
1231282;47766;7.0;0
458882;28476;32.0;1
138887;40411;4.0;0
1590239;24294;1.0;1
3137154;10341;2.0;0
778375;44075;6.0;0
3131331;38593;17.0;1
1246855;21137;3.0;1
36910;37940;2.0;0
487895;46260;2.0;1
3316677;148;2.0;0
2785865;47119;7.0;0
3146845;26604;5.0;1
765709;16185;15.0;0
1923702;28411;5.0;0
49704;17794;7.0;0
1254128;5240;5.0;0
3252778;35977;10.0;0
2841149;38739;8.0;0
2920279;12545;7.0;0
714719;11777;6.0;1
1332715;12341;5.0;0
3286448;29987;10.0;1
471873;37731;4.0;0
1630830;33636;16.0;1
1939117;8724;3.0;0
2216540;21137;3.0;1
1308069;25861;8.0;1
1305997;3888;2.0;0
1859340;47626;5.0;0
2884752;16797;2.0;1
1630763;3339;15.0;1
258856;23644;16.0;0
2416935;27275;7.0;0
1769963;19678;16.0;1
3363922;11361;2.0;1
1966286;18880;12.0;0
950464;36115;6.0;0
2578680;8312;11.0;0
404552;42240;10.0;1
1632705;44167;7.0;1
1854315;9561;2.0;1
2455383;45437;20.0;0
212468;25986;6.0;0
1700656;24489;18.0;1
1793575;30921;3.0;1
667207;11926;13.0;0
1699471;39046;6.0;1
1324021;20178;2.0;1
2897803;37940;1.0;0
2079861;21137;6.0;1
2806438;38511;31.0;1
2213992;11777;4.0;1
3351606;6224;5.0;0
2633129;4957;9.0;1
910011;5065;9.0;0
1056796;26209;6.0;1
1595817;40054;19.0;0
3090866;26209;18.0;1
2161802;42347;17.0;1
1671504;11782;36.0;1
1355653;17634;1.0;1
423967;19057;9.0;1
883398;19057;5.0;1
1525898;40177;6.0;1
2030358;32079;6.0;1
1626431;26800;13.0;0
2582649;6184;9.0;0
1286349;18503;2.0;0
1947996;19938;1.0;0
97883;7641;3.0;0
2547233;10749;6.0;0
2138644;38293;15.0;1
2091127;35184;3.0;1
2975707;23293;12.0;0
1435431;38793;7.0;0
2928043;28613;17.0;1
1126433;38341;8.0;1
2585832;46820;9.0;1
2487500;18352;20.0;0
978735;26604;9.0;1
1677160;13170;3.0;1
2424049;5077;6.0;1
1801957;19156;3.0;1
2979463;36266;12.0;1
1544129;34457;7.0;0
1544287;27356;4.0;0
2018370;22825;3.0;1
2162305;27966;3.0;1
150325;15541;3.0;1
2598095;5337;7.0;1
1519834;19319;19.0;0
3383862;21137;17.0;1
3195474;7622;4.0;0
2365633;44697;10.0;0
2184180;5450;1.0;1
1561911;3599;14.0;0
938602;9547;3.0;0
2867970;21077;6.0;1
1008227;39947;5.0;0
1873584;48679;5.0;1
543298;15872;8.0;1
3324031;1463;7.0;1
498799;13712;14.0;1
1585429;15097;6.0;1
169284;21868;1.0;1
1767593;13045;8.0;0
749332;39922;2.0;1
3373131;35682;7.0;1
1859463;35721;9.0;0
2872343;46720;7.0;1
2665163;32655;2.0;1
876800;1006;14.0;1
2647888;45535;5.0;1
250071;28373;6.0;1
745706;21137;2.0;1
1240199;36865;15.0;0
2140282;33731;14.0;1
855030;34243;6.0;1
1637396;31343;1.0;1
3284145;48745;5.0;0
3177268;13176;2.0;1
177686;23044;5.0;0
3053285;17720;14.0;1
3040911;4792;5.0;1
3207622;28985;2.0;1
2196398;41787;8.0;1
2790105;651;4.0;1
419198;34092;5.0;0
642757;21137;3.0;1
599665;32153;2.0;0
1182931;8467;4.0;1
58213;35461;3.0;1
195625;40467;3.0;0
681122;5876;15.0;0
1222473;21137;16.0;0
1440009;7559;14.0;1
539826;16797;1.0;1
1480192;46041;2.0;0
723842;27104;12.0;0
1142236;29898;12.0;1
917542;27040;32.0;0
1163457;21137;8.0;1
1219514;23903;24.0;0
1551061;25577;13.0;0
248553;20114;8.0;1
2514557;45066;15.0;0
1184465;13629;9.0;0
2418917;6184;1.0;0
3375301;11777;2.0;1
1880558;23644;10.0;1
707809;40749;10.0;0
2370974;26384;3.0;1
343711;46847;21.0;0
1719836;13176;12.0;1
2915599;47144;3.0;0
2994710;47626;8.0;1
2719693;4462;8.0;0
3020315;27985;3.0;1
1718676;1408;22.0;0
2848739;14562;3.0;0
3045691;27652;20.0;0
3141206;24852;3.0;1
2899220;47209;3.0;0
2310402;26315;9.0;1
2838393;29071;3.0;0
2620176;21938;13.0;0
2248921;4796;6.0;0
3268858;49618;2.0;0
2916046;8061;10.0;1
3350390;25230;3.0;1
2204741;4960;6.0;1
1403688;24964;19.0;0
653069;5785;3.0;1
1816193;37489;11.0;1
2218479;10749;6.0;0
1146627;31040;15.0;1
1487387;28985;10.0;1
1196593;24518;4.0;1
1995975;23362;4.0;0
674883;22699;3.0;1
3266266;14104;4.0;0
1204584;48104;8.0;1
1547465;13176;1.0;1
3099528;49235;3.0;1
2029047;11109;2.0;0
3330096;33754;7.0;0
1523026;40002;3.0;0
2733815;47893;13.0;0
306783;13176;4.0;1
3183082;21137;6.0;1
1448969;8277;2.0;1
3061203;41220;17.0;1
2216203;4274;20.0;1
276934;40556;5.0;0
2807929;46979;14.0;0
2755868;46979;15.0;1
51067;45221;7.0;0
731910;46969;3.0;1
2347942;10749;1.0;1
3148488;35772;1.0;0
2378828;33198;1.0;1
263604;39275;5.0;1
2503442;32538;3.0;1
1243348;1702;1.0;1
2154663;21057;3.0;1
2328498;47626;15.0;0
100017;18770;24.0;0
2995967;33705;5.0;1
803501;24852;16.0;1
2836762;40706;5.0;1
1897776;47209;2.0;1
1823628;8230;8.0;0
263438;28985;13.0;0
1412737;13385;6.0;1
1780458;12980;11.0;0
664868;34969;1.0;1
164347;24852;1.0;1
3164466;22920;14.0;0
2612902;14077;3.0;1
1870675;21903;4.0;1
1387876;7746;12.0;0
2936173;13702;6.0;1
2001089;21137;6.0;1
2828895;13176;1.0;1
1839250;6948;1.0;1
781405;683;7.0;0
1495213;7673;5.0;1
2837156;48679;6.0;1
2569488;44746;2.0;0
1804582;24082;20.0;0
1513336;39190;5.0;1
2208050;42701;17.0;1
420702;4965;1.0;1
2341203;32446;6.0;0
3142586;34521;2.0;0
3262193;25017;9.0;0
2177997;38533;2.0;1
3217103;4945;4.0;1
443875;34450;2.0;1
542319;34969;4.0;0
57383;37388;7.0;0
1292953;36664;10.0;1
3396240;19057;6.0;1
1251697;12953;2.0;0
1848094;46720;2.0;0
2229412;31670;8.0;0
1266306;21449;2.0;0
72500;20082;1.0;1
443175;21377;2.0;0
189644;27966;1.0;1
1490195;17233;14.0;0
2526909;45123;8.0;0
228780;17650;2.0;0
848342;39863;3.0;1
216304;35887;6.0;1
1786637;25340;5.0;0
2823573;34448;27.0;1
1562361;15084;2.0;0
3040394;30753;5.0;0
151566;13176;1.0;1
3057513;11123;8.0;1
2655407;1696;13.0;1
270071;30849;4.0;1
1052869;25890;8.0;1
188406;40206;4.0;0
2889297;10819;6.0;1
3072325;39699;12.0;1
764841;35939;1.0;1
564437;16349;9.0;1
2419486;38656;3.0;1
1644090;2825;4.0;0
445462;15655;5.0;0
191113;5025;2.0;1
290336;27522;7.0;1
1662562;23734;8.0;1
713644;24668;5.0;1
2847023;28985;21.0;0
1290328;40396;22.0;1
2302882;22218;43.0;1
1846032;39928;2.0;1
19253;16228;12.0;0
1345868;33731;21.0;0
2044029;26497;14.0;0
1252749;46906;4.0;0
437872;27464;5.0;1
1689325;16185;4.0;1
3114744;46069;4.0;1
1253570;20119;4.0;1
1946443;33198;1.0;1
3064258;2294;4.0;0
1011884;18594;2.0;0
1539712;39928;1.0;1
418524;13176;2.0;1
1878416;7963;23.0;1
279027;19354;10.0;1
881254;31040;3.0;0
1107208;5876;7.0;1
55722;5876;5.0;1
2959472;30391;15.0;0
3112674;29270;6.0;1
2664103;1774;1.0;1
1479847;14277;5.0;0
604337;4037;6.0;1
63519;25301;11.0;0
2269879;48017;19.0;0
2854838;4983;13.0;0
2456316;33082;14.0;0
109602;1440;1.0;1
2016758;10831;2.0;1
1098989;44486;5.0;0
1970928;19660;4.0;1
661249;16759;9.0;0
3275363;31717;35.0;1
2519884;49235;6.0;1
73759;33754;6.0;1
1129814;29894;3.0;0
782138;20086;8.0;0
734242;49156;18.0;0
3331751;40706;6.0;1
120728;5785;4.0;1
1165801;7751;11.0;0
3223147;25300;24.0;0
725268;41793;6.0;1
1776371;13629;5.0;1
1217735;34203;4.0;1
1170792;43961;3.0;1
1799988;24852;2.0;1
1120830;43789;6.0;1
509428;37646;3.0;1
2312292;20842;3.0;1
3312548;3599;13.0;0
709045;29662;2.0;1
514984;37654;22.0;1
2137430;196;2.0;1
3382513;40396;6.0;1
3389032;48454;28.0;1
3406541;25836;20.0;0
234454;6438;4.0;1
2089091;27690;14.0;1
1275963;14947;8.0;1
2967137;49139;3.0;1
621433;44731;6.0;1
2858017;5785;3.0;1
2100011;39534;1.0;1
515125;22935;20.0;0
115979;49044;16.0;1
2387711;8193;1.0;0
8917;30776;3.0;1
1543736;47993;6.0;0
364216;27086;7.0;1
271451;17758;16.0;0
1158512;11440;4.0;1
2431287;38456;8.0;1
60408;47402;1.0;1
994130;20114;5.0;0
1928931;11678;10.0;0
341839;24834;12.0;1
1852557;516;7.0;1
1077500;27356;8.0;1
1066058;4428;20.0;0
2396989;28993;8.0;0
1931807;7781;18.0;0
3219150;42562;1.0;0
2712807;32710;2.0;0
2371133;23322;9.0;1
951794;7781;9.0;1
1546188;20899;10.0;1
2816109;22035;12.0;1
341882;26298;23.0;1
330701;39468;22.0;1
1829015;17638;5.0;0
1914622;9839;1.0;1
3304804;37066;7.0;1
488412;31553;4.0;1
2889121;35914;2.0;1
73681;24852;1.0;1
58254;27629;10.0;0
490478;2646;26.0;0
2431501;14853;7.0;1
1949452;8277;3.0;1
2123659;4451;3.0;1
416058;17794;10.0;1
1322928;32757;9.0;1
1979474;38293;6.0;1
916811;34969;10.0;1
1023122;18885;4.0;1
2979777;8518;7.0;1
997703;33472;5.0;1
2373865;11344;7.0;1
2604120;7969;15.0;0
2151891;24852;3.0;1
2798510;49424;7.0;1
1656750;14678;11.0;1
1375691;2015;5.0;1
219242;21616;12.0;0
193625;47719;7.0;1
3121310;43263;2.0;1
2033653;45009;1.0;1
1940725;43205;24.0;1
3371378;21137;2.0;1
3097562;29506;13.0;0
782766;278;21.0;0
175835;37464;3.0;0
94319;42356;6.0;1
2738853;6987;3.0;0
927391;42265;3.0;1
916796;46990;6.0;1
2702802;16797;5.0;1
1142817;43631;12.0;1
3103636;49227;6.0;1
1535245;18027;4.0;1
3100920;36170;2.0;1
2708340;48287;18.0;0
1658345;20574;2.0;0
2929843;39719;2.0;0
179426;46126;9.0;0
1774290;7746;9.0;0
3045336;19836;3.0;1
3218145;44471;6.0;1
76540;49275;8.0;1
1001180;23579;5.0;1
1444004;13780;6.0;0
2714117;18362;4.0;1
859705;46802;4.0;0
2400677;47734;5.0;1
2687432;18150;9.0;1
2432808;13280;3.0;1
1006005;24830;21.0;0
3103166;35842;7.0;1
827856;30776;5.0;1
2444410;35167;6.0;0
2471950;8174;11.0;1
2763604;21230;27.0;1
1994713;7673;4.0;0
391584;40268;4.0;1
2575435;9124;17.0;1
2971398;4367;11.0;0
2439312;16646;15.0;0
2494340;3631;6.0;0
2947185;43713;13.0;0
1309221;22890;10.0;0
3111937;47766;8.0;1
445645;45535;3.0;0
2269994;35958;5.0;1
2111600;28993;9.0;0
3115342;30480;5.0;1
2381361;10463;3.0;1
499592;5970;5.0;1
2407404;3296;12.0;1
98926;40706;5.0;1
1117582;7054;2.0;0
2305629;22935;14.0;1
587217;4288;19.0;0
2096178;47402;3.0;0
630218;3599;6.0;0
2554334;17831;4.0;1
2605103;24749;4.0;0
1597641;16589;1.0;1
1986919;33731;3.0;0
3233804;44987;13.0;0
2856522;13176;9.0;1
1958339;31343;9.0;1
1851425;14992;1.0;0
2868081;24852;1.0;1
2340731;44422;17.0;0
1616387;5876;1.0;1
2816596;5479;9.0;1
1406693;39121;3.0;1
3378524;21137;3.0;1
472438;24024;8.0;1
2633988;14947;3.0;1
1856854;30720;9.0;1
1249000;20995;2.0;0
1502392;1511;3.0;1
812748;14309;31.0;1
2378172;30696;4.0;1
2797462;26209;3.0;0
2606346;14617;14.0;1
3019143;27744;3.0;1
1347506;31444;3.0;0
171870;39973;9.0;1
1841577;5876;4.0;0
2760258;19145;4.0;1
2348037;40706;11.0;0
2616842;45;5.0;1
1516410;1999;5.0;0
2226830;11520;5.0;1
2601936;21243;12.0;1
1575081;18721;4.0;0
3356647;28656;11.0;1
3399748;13176;8.0;1
2713847;21553;13.0;1
885585;47803;20.0;1
2477114;28879;2.0;0
78959;5876;11.0;1
1067708;8670;2.0;1
1724895;24852;2.0;1
3226213;4945;14.0;0
317244;43913;1.0;1
142712;9779;9.0;1
620198;6615;13.0;1
1024206;17389;4.0;1
533099;28204;3.0;1
2642295;10296;18.0;1
716595;25466;10.0;0
3055675;43917;7.0;0
2429707;20250;3.0;0
3335441;42342;6.0;0
3259319;13176;1.0;1
380699;27521;4.0;0
3065110;10849;5.0;1
1216451;15803;7.0;1
2183005;44585;15.0;1
1214840;31040;9.0;1
1662618;38596;4.0;0
1771941;39275;15.0;0
2606912;29987;2.0;1
1834400;31562;1.0;0
1261822;46616;1.0;1
2620193;4605;2.0;1
1307593;22115;9.0;1
392141;21903;6.0;0
680855;7350;5.0;1
2766104;44628;9.0;1
2492322;13535;9.0;0
2530391;47141;1.0;1
2974820;5025;4.0;0
9703;42016;9.0;0
823782;4920;32.0;1
2944678;28993;1.0;1
3384774;22070;7.0;0
2998265;352;4.0;0
1663095;33741;7.0;0
547368;36926;5.0;0
1163486;3464;14.0;1
1912544;45965;4.0;1
3063078;27730;5.0;0
856286;32303;6.0;0
3072275;34358;1.0;0
1368894;43568;10.0;0
3149985;48800;1.0;1
1126047;41787;3.0;1
1885329;45007;2.0;1
2555751;5785;16.0;0
761334;28427;9.0;1
3016879;14536;4.0;1
203856;264;2.0;1
1762388;31717;2.0;1
162179;13176;6.0;1
2459104;10106;2.0;0
1622251;48142;2.0;0
1157617;15290;2.0;0
2899122;28157;6.0;1
2959672;5031;13.0;1
1973301;46088;3.0;1
2126020;29217;7.0;1
1209403;22963;19.0;1
1012258;39251;14.0;0
1658883;30999;2.0;1
65341;25890;10.0;1
2527444;12614;6.0;1
951184;432;6.0;1
762662;23734;17.0;0
584618;28849;11.0;0
2497200;27104;3.0;1
2163033;6377;18.0;0
1009942;45123;6.0;0
709013;37831;7.0;0
1689372;7412;5.0;0
2450838;34450;8.0;0
1041202;24082;34.0;1
369383;47209;3.0;1
2541707;8073;3.0;1
3172096;25513;9.0;0
1303953;4605;3.0;1
31857;4814;27.0;0
1588030;31693;4.0;1
