DateCrawled,Price,VehicleType,RegistrationYear,Gearbox,Power,Model,Mileage,RegistrationMonth,FuelType,Brand,NotRepaired,DateCreated,NumberOfPictures,PostalCode,LastSeen
01/04/2016 12:46,300,,2016,,60,polo,150000,0,petrol,volkswagen,,01/04/2016 00:00,0,38871,01/04/2016 12:46
20/03/2016 10:25,1750,small,2004,auto,75,twingo,150000,2,petrol,renault,no,20/03/2016 00:00,0,65599,06/04/2016 13:16
23/03/2016 15:48,7550,bus,2007,manual,136,c_max,150000,6,gasoline,ford,no,23/03/2016 00:00,0,88361,05/04/2016 18:45
01/04/2016 22:55,1850,bus,2004,manual,102,a_klasse,150000,1,petrol,mercedes_benz,no,01/04/2016 00:00,0,49565,05/04/2016 22:46
01/04/2016 19:56,10400,coupe,2009,manual,160,scirocco,100000,4,petrol,volkswagen,no,01/04/2016 00:00,0,75365,05/04/2016 16:45
27/03/2016 11:38,3699,sedan,2002,auto,231,5er,150000,7,petrol,bmw,no,27/03/2016 00:00,0,68309,07/04/2016 06:44
23/03/2016 14:52,2900,,2018,manual,90,meriva,150000,5,petrol,opel,no,23/03/2016 00:00,0,49716,31/03/2016 01:16
12/03/2016 19:43,450,small,1997,manual,50,arosa,150000,5,petrol,seat,no,12/03/2016 00:00,0,9526,21/03/2016 01:46
13/03/2016 20:40,500,sedan,1990,manual,118,other,150000,10,petrol,mercedes_benz,yes,13/03/2016 00:00,0,35390,13/03/2016 20:40
18/03/2016 21:44,2500,wagon,2002,auto,193,5er,150000,9,gasoline,bmw,yes,18/03/2016 00:00,0,73765,18/03/2016 21:44
10/03/2016 19:38,5555,,2017,manual,125,c4,125000,4,,citroen,no,10/03/2016 00:00,0,31139,16/03/2016 09:16
07/03/2016 12:51,6900,sedan,2008,manual,99,civic,60000,11,petrol,honda,no,07/03/2016 00:00,0,12621,26/03/2016 09:44
09/03/2016 11:56,1990,bus,1981,manual,50,transporter,5000,1,petrol,volkswagen,no,09/03/2016 00:00,0,87471,10/03/2016 07:44
08/03/2016 19:55,690,small,2003,manual,60,punto,150000,3,petrol,fiat,no,08/03/2016 00:00,0,86199,09/03/2016 11:45
03/04/2016 15:48,3300,sedan,1995,auto,113,e_klasse,150000,1,gasoline,mercedes_benz,no,03/04/2016 00:00,0,53879,05/04/2016 15:16
29/03/2016 16:57,899,,2016,manual,60,clio,150000,6,petrol,renault,,29/03/2016 00:00,0,37075,29/03/2016 17:43
15/03/2016 20:59,245,sedan,1994,,0,golf,150000,2,petrol,volkswagen,no,15/03/2016 00:00,0,44145,17/03/2016 18:17
25/03/2016 21:48,18000,sedan,2007,auto,218,3er,20000,5,petrol,bmw,no,25/03/2016 00:00,0,39179,07/04/2016 04:45
17/03/2016 18:55,3500,sedan,2004,auto,122,e_klasse,150000,11,gasoline,mercedes_benz,no,17/03/2016 00:00,0,67071,30/03/2016 15:46
08/03/2016 07:54,350,,2016,manual,75,golf,150000,4,petrol,volkswagen,no,08/03/2016 00:00,0,19386,08/03/2016 09:44
11/03/2016 11:50,1600,other,1991,manual,75,kadett,70000,0,,opel,,11/03/2016 00:00,0,2943,07/04/2016 03:46
28/03/2016 17:50,1500,,2016,,0,kangoo,150000,1,gasoline,renault,no,28/03/2016 00:00,0,46483,30/03/2016 09:18
01/04/2016 17:45,11900,other,2002,manual,129,other,150000,11,gasoline,volkswagen,no,01/04/2016 00:00,0,10551,05/04/2016 12:47
25/03/2016 15:50,1500,bus,1984,manual,70,other,150000,8,gasoline,mercedes_benz,no,25/03/2016 00:00,0,22767,27/03/2016 03:17
26/03/2016 22:06,0,,1990,,0,corsa,150000,1,petrol,opel,,26/03/2016 00:00,0,56412,27/03/2016 17:43
30/03/2016 20:38,7500,sedan,2002,auto,306,e_klasse,150000,4,,mercedes_benz,,30/03/2016 00:00,0,33649,03/04/2016 11:44
24/03/2016 00:52,12500,sedan,2006,auto,231,5er,150000,11,gasoline,bmw,,23/03/2016 00:00,0,46119,04/04/2016 16:18
13/03/2016 15:47,6990,sedan,2007,manual,95,one,100000,8,petrol,mini,no,13/03/2016 00:00,0,59174,21/03/2016 17:17
17/03/2016 12:44,3900,small,2008,auto,61,fortwo,80000,6,petrol,smart,,17/03/2016 00:00,0,21073,19/03/2016 11:46
29/03/2016 18:57,590,small,1999,manual,75,clio,125000,8,petrol,renault,no,29/03/2016 00:00,0,84180,29/03/2016 18:57
15/03/2016 18:59,7999,sedan,2007,manual,177,1er,150000,8,gasoline,bmw,no,15/03/2016 00:00,0,53604,16/03/2016 16:47
04/04/2016 00:38,2100,wagon,1998,auto,193,5er,150000,2,petrol,bmw,no,03/04/2016 00:00,0,86157,06/04/2016 08:16
25/03/2016 14:40,7750,,2017,manual,80,golf,100000,1,petrol,volkswagen,,25/03/2016 00:00,0,48499,31/03/2016 21:47
04/04/2016 14:06,13500,bus,2012,auto,109,b_klasse,150000,7,gasoline,mercedes_benz,no,04/04/2016 00:00,0,35576,05/04/2016 12:09
30/03/2016 08:50,14800,convertible,2008,manual,170,1er,125000,4,petrol,bmw,,30/03/2016 00:00,0,48691,07/04/2016 00:17
07/03/2016 18:57,2000,,2017,manual,90,punto,150000,11,gasoline,fiat,yes,07/03/2016 00:00,0,66115,07/03/2016 18:57
04/04/2016 10:57,1400,,2016,manual,55,other,5000,1,,hyundai,,04/04/2016 00:00,0,34454,06/04/2016 12:45
29/03/2016 18:53,7999,sedan,2008,auto,143,3er,150000,12,gasoline,bmw,,29/03/2016 00:00,0,71083,06/04/2016 04:45
17/03/2016 07:56,4700,wagon,2005,manual,0,signum,150000,0,,opel,no,17/03/2016 00:00,0,88433,04/04/2016 04:17
26/03/2016 10:39,550,wagon,1999,manual,0,astra,150000,8,gasoline,opel,yes,26/03/2016 00:00,0,56759,01/04/2016 23:17
22/03/2016 17:56,3000,convertible,2006,auto,61,fortwo,80000,1,petrol,smart,no,22/03/2016 00:00,0,12055,22/03/2016 17:56
10/03/2016 20:53,2399,,2018,manual,64,other,125000,3,,seat,no,10/03/2016 00:00,0,33397,25/03/2016 10:17
31/03/2016 08:57,1000,sedan,1998,manual,101,golf,150000,10,petrol,volkswagen,no,31/03/2016 00:00,0,39624,06/04/2016 03:15
29/03/2016 15:48,1,suv,1994,manual,286,,150000,11,,sonstige_autos,,29/03/2016 00:00,0,53721,06/04/2016 01:44
26/03/2016 07:54,200,coupe,1995,manual,102,3er,150000,4,petrol,bmw,,26/03/2016 00:00,0,23560,01/04/2016 20:46
25/03/2016 19:44,7499,sedan,2004,auto,232,a8,150000,3,gasoline,audi,yes,25/03/2016 00:00,0,71711,07/04/2016 01:44
30/03/2016 12:49,5500,small,2010,manual,60,fabia,70000,4,petrol,skoda,no,30/03/2016 00:00,0,57076,07/04/2016 03:44
08/03/2016 12:54,7000,sedan,2006,auto,105,jetta,100000,10,gasoline,volkswagen,no,08/03/2016 00:00,0,6242,11/03/2016 17:16
07/03/2016 22:36,14999,convertible,2007,manual,218,3er,50000,8,petrol,bmw,no,07/03/2016 00:00,0,1129,15/03/2016 10:17
28/03/2016 17:41,10900,,2017,manual,101,astra,50000,3,,opel,no,28/03/2016 00:00,0,63607,06/04/2016 23:15
15/03/2016 14:50,9700,coupe,2008,manual,160,scirocco,150000,8,petrol,volkswagen,no,15/03/2016 00:00,0,55218,06/04/2016 04:17
21/03/2016 12:47,2100,suv,2000,manual,105,other,150000,8,petrol,honda,no,09/02/2016 00:00,0,85244,31/03/2016 16:46
15/03/2016 09:51,1280,sedan,1992,auto,109,other,150000,9,petrol,mercedes_benz,,15/03/2016 00:00,0,86163,05/04/2016 19:18
01/04/2016 11:56,1200,coupe,2001,,0,astra,150000,0,,opel,,01/04/2016 00:00,0,47249,07/04/2016 08:46
08/03/2016 01:36,800,small,1993,manual,0,polo,150000,3,petrol,volkswagen,no,08/03/2016 00:00,0,8258,05/04/2016 23:46
07/03/2016 08:55,2300,,1997,manual,150,5er,150000,3,,bmw,no,07/03/2016 00:00,0,79341,22/03/2016 05:15
05/03/2016 16:45,750,small,2002,manual,50,fiesta,150000,4,petrol,ford,no,05/03/2016 00:00,0,70327,11/03/2016 06:16
22/03/2016 17:45,7999,wagon,2008,manual,156,c_klasse,150000,10,petrol,mercedes_benz,no,22/03/2016 00:00,0,83355,25/03/2016 09:47
31/03/2016 18:46,6600,sedan,2006,manual,105,golf,150000,10,gasoline,volkswagen,no,31/03/2016 00:00,0,41812,31/03/2016 18:46
17/03/2016 09:48,7999,small,2013,manual,80,micra,40000,4,petrol,nissan,no,17/03/2016 00:00,0,46145,06/04/2016 07:44
11/03/2016 14:50,1400,other,2003,manual,82,vito,150000,8,gasoline,mercedes_benz,no,11/03/2016 00:00,0,4668,11/03/2016 14:50
31/03/2016 22:48,800,,2000,manual,90,golf,150000,2,gasoline,volkswagen,,31/03/2016 00:00,0,32584,06/04/2016 19:15
10/03/2016 10:50,5000,bus,2006,manual,109,sprinter,150000,4,gasoline,mercedes_benz,no,10/03/2016 00:00,0,26382,12/03/2016 14:45
17/03/2016 18:52,150,,2016,manual,75,astra,150000,3,petrol,opel,yes,17/03/2016 00:00,0,78315,05/04/2016 03:45
01/04/2016 22:39,250,wagon,2000,manual,155,156,150000,0,petrol,alfa_romeo,yes,01/04/2016 00:00,0,8396,05/04/2016 20:18
03/04/2016 12:56,350,small,1997,manual,54,,150000,3,,fiat,yes,03/04/2016 00:00,0,45665,05/04/2016 11:47
09/03/2016 21:46,600,sedan,1994,manual,75,escort,100000,6,petrol,ford,yes,09/03/2016 00:00,0,37359,05/04/2016 23:44
23/03/2016 18:59,3300,wagon,2005,manual,150,c_klasse,150000,9,gasoline,mercedes_benz,yes,23/03/2016 00:00,0,29221,23/03/2016 18:59
12/03/2016 19:46,1600,wagon,1997,auto,122,forester,150000,10,petrol,subaru,no,12/03/2016 00:00,0,87497,15/03/2016 06:46
29/03/2016 14:58,8000,suv,2005,manual,185,xc_reihe,150000,8,gasoline,volvo,,29/03/2016 00:00,0,96472,03/04/2016 23:18
13/03/2016 19:52,1800,bus,2001,manual,87,other,150000,7,gasoline,mitsubishi,no,13/03/2016 00:00,0,24116,17/03/2016 13:47
08/03/2016 13:49,6800,small,2009,manual,82,fiesta,60000,12,petrol,ford,no,08/03/2016 00:00,0,51065,05/04/2016 19:18
07/03/2016 17:38,2990,bus,2004,manual,113,scenic,150000,12,petrol,renault,no,07/03/2016 00:00,0,41836,09/03/2016 06:15
28/03/2016 09:37,1,sedan,1995,manual,113,e_klasse,150000,4,gasoline,mercedes_benz,no,28/03/2016 00:00,0,40589,06/04/2016 12:15
23/03/2016 11:53,2400,sedan,2003,manual,0,a4,150000,9,gasoline,audi,,23/03/2016 00:00,0,40210,23/03/2016 11:53
02/04/2016 23:25,1222,sedan,1984,auto,180,other,150000,3,petrol,opel,,02/04/2016 00:00,0,57290,06/04/2016 14:44
16/03/2016 07:56,250,,2000,,60,ka,150000,0,,ford,,16/03/2016 00:00,0,51427,21/03/2016 09:47
10/03/2016 11:44,14500,small,2013,manual,86,a1,60000,4,petrol,audi,no,10/03/2016 00:00,0,31582,07/04/2016 01:15
28/03/2016 16:37,8390,,2009,,0,insignia,150000,0,,opel,,28/03/2016 00:00,0,29221,30/03/2016 07:44
25/03/2016 18:44,3850,sedan,2003,manual,131,passat,150000,5,gasoline,volkswagen,no,25/03/2016 00:00,0,30459,07/04/2016 00:16
26/03/2016 15:38,6450,bus,2008,manual,84,transporter,150000,12,,volkswagen,no,26/03/2016 00:00,0,44623,06/04/2016 03:17
01/04/2016 12:45,1700,small,1999,auto,102,a_klasse,125000,11,petrol,mercedes_benz,no,01/04/2016 00:00,0,12305,01/04/2016 12:45
11/03/2016 19:00,4290,bus,2008,manual,0,combo,150000,2,gasoline,opel,no,11/03/2016 00:00,0,23568,05/04/2016 22:45
28/03/2016 00:56,1500,wagon,2006,manual,109,focus,150000,10,gasoline,ford,no,27/03/2016 00:00,0,74223,02/04/2016 11:47
15/03/2016 17:41,499,sedan,1995,manual,101,a4,150000,5,petrol,audi,,15/03/2016 00:00,0,85414,22/03/2016 20:48
01/04/2016 09:54,6500,sedan,2004,manual,163,a4,150000,4,gasoline,audi,,01/04/2016 00:00,0,97450,01/04/2016 09:54
26/03/2016 07:36,900,wagon,1999,manual,125,c_klasse,150000,7,gasoline,mercedes_benz,no,26/03/2016 00:00,0,37130,29/03/2016 11:44
21/03/2016 10:47,650,sedan,1997,auto,102,3er,150000,8,petrol,bmw,,21/03/2016 00:00,0,13357,22/03/2016 14:49
20/03/2016 12:59,300,convertible,1992,manual,105,escort,150000,0,,ford,yes,20/03/2016 00:00,0,88515,06/04/2016 13:15
02/04/2016 12:54,3399,coupe,1999,manual,224,tt,150000,9,petrol,audi,yes,02/04/2016 00:00,0,61276,05/04/2016 19:44
23/03/2016 10:59,1300,wagon,1997,manual,101,passat,150000,10,petrol,volkswagen,no,23/03/2016 00:00,0,4277,29/03/2016 04:46
16/03/2016 23:25,900,,1995,manual,90,civic,150000,3,petrol,honda,,16/03/2016 00:00,0,35789,19/03/2016 17:19
22/03/2016 17:44,7300,sedan,2009,auto,235,5er,100000,3,gasoline,bmw,no,22/03/2016 00:00,0,83022,22/03/2016 17:44
26/03/2016 15:47,8599,convertible,2006,manual,200,astra,125000,9,petrol,opel,no,26/03/2016 00:00,0,79761,06/04/2016 04:15
03/04/2016 03:57,350,small,1998,,0,corsa,150000,2,petrol,opel,,03/04/2016 00:00,0,82110,03/04/2016 08:53
19/03/2016 18:40,0,,2017,manual,0,golf,5000,12,petrol,volkswagen,,19/03/2016 00:00,0,21698,01/04/2016 08:47
14/03/2016 20:37,5900,wagon,2005,auto,178,a6,150000,1,gasoline,audi,no,14/03/2016 00:00,0,88131,06/04/2016 07:17
20/03/2016 18:38,6300,sedan,2002,manual,265,golf,150000,3,petrol,volkswagen,no,20/03/2016 00:00,0,56759,07/04/2016 01:45
04/04/2016 09:50,3500,coupe,1991,manual,160,other,150000,5,petrol,volkswagen,no,04/04/2016 00:00,0,66111,06/04/2016 11:17
20/03/2016 18:53,0,small,1999,,0,,5000,0,petrol,volkswagen,,20/03/2016 00:00,0,37520,07/04/2016 02:45
09/03/2016 17:47,5950,sedan,2006,manual,163,3er,150000,1,gasoline,bmw,yes,09/03/2016 00:00,0,63526,10/03/2016 14:15
03/04/2016 12:45,1699,small,2003,manual,77,jazz,150000,8,petrol,honda,no,03/04/2016 00:00,0,42105,07/04/2016 14:57
20/03/2016 13:54,4699,bus,1996,manual,110,transporter,150000,8,petrol,volkswagen,no,20/03/2016 00:00,0,79713,25/03/2016 13:45
23/03/2016 12:54,400,sedan,2000,manual,144,omega,150000,10,,opel,yes,23/03/2016 00:00,0,45968,05/04/2016 12:45
12/03/2016 22:57,9290,small,2010,manual,86,polo,40000,5,petrol,volkswagen,no,12/03/2016 00:00,0,35630,26/03/2016 06:17
18/03/2016 11:25,7000,sedan,2003,manual,120,slk,150000,5,petrol,mercedes_benz,no,18/03/2016 00:00,0,57578,23/03/2016 08:44
01/04/2016 17:56,1199,small,2000,manual,60,twingo,150000,5,petrol,renault,no,01/04/2016 00:00,0,28832,05/04/2016 13:44
27/03/2016 12:36,1750,sedan,2002,manual,75,focus,125000,1,petrol,ford,no,27/03/2016 00:00,0,33330,27/03/2016 12:36
18/03/2016 23:41,1000,sedan,1990,manual,54,golf,150000,2,petrol,volkswagen,no,18/03/2016 00:00,0,47447,05/04/2016 23:16
11/03/2016 20:55,1800,sedan,1995,auto,286,7er,150000,12,petrol,bmw,yes,11/03/2016 00:00,0,77866,20/03/2016 10:17
20/03/2016 10:54,8000,,2009,manual,0,golf,100000,10,petrol,volkswagen,no,20/03/2016 00:00,0,94139,06/04/2016 07:45
16/03/2016 18:37,1100,bus,2003,manual,75,combo,150000,3,gasoline,opel,no,16/03/2016 00:00,0,96224,24/03/2016 11:46
09/03/2016 20:37,2990,wagon,2001,auto,170,e_klasse,150000,1,gasoline,mercedes_benz,no,09/03/2016 00:00,0,53520,17/03/2016 02:45
26/03/2016 19:37,300,small,2000,manual,54,corsa,150000,0,petrol,opel,,26/03/2016 00:00,0,59379,06/04/2016 09:15
20/03/2016 18:47,3390,,2000,,0,3er,150000,2,,bmw,,20/03/2016 00:00,0,45739,28/03/2016 19:48
31/03/2016 20:57,2750,wagon,2001,manual,131,passat,150000,12,gasoline,volkswagen,no,31/03/2016 00:00,0,90471,06/04/2016 16:45
28/03/2016 20:45,6990,wagon,2012,manual,75,fabia,100000,5,gasoline,skoda,no,28/03/2016 00:00,0,44894,03/04/2016 13:58
01/04/2016 22:55,4800,convertible,1996,manual,116,80,150000,6,petrol,audi,no,01/04/2016 00:00,0,38300,05/04/2016 23:46
21/03/2016 16:45,14499,sedan,2007,auto,170,c_klasse,125000,5,gasoline,mercedes_benz,no,21/03/2016 00:00,0,13439,06/04/2016 15:45
27/03/2016 20:51,1450,sedan,1992,manual,136,,150000,0,,audi,no,27/03/2016 00:00,0,38709,05/04/2016 20:17
03/04/2016 15:58,4300,sedan,2005,manual,90,golf,150000,11,gasoline,volkswagen,,03/04/2016 00:00,0,28779,05/04/2016 15:46
24/03/2016 14:38,2499,sedan,2003,manual,110,civic,150000,12,petrol,honda,,24/03/2016 00:00,0,42853,24/03/2016 14:38
02/04/2016 10:59,3450,sedan,2007,manual,120,147,150000,4,gasoline,alfa_romeo,no,02/04/2016 00:00,0,86678,04/04/2016 07:51
01/04/2016 15:53,350,sedan,1996,manual,122,c_klasse,150000,9,petrol,mercedes_benz,,01/04/2016 00:00,0,49685,05/04/2016 10:48
13/03/2016 01:57,3550,wagon,2000,auto,184,5er,150000,11,gasoline,bmw,no,13/03/2016 00:00,0,72525,06/04/2016 08:45
28/03/2016 19:06,8250,bus,2010,manual,109,c_max,125000,10,gasoline,ford,no,28/03/2016 00:00,0,35606,07/04/2016 04:44
09/03/2016 09:51,800,small,1998,manual,54,clio,150000,11,petrol,renault,no,09/03/2016 00:00,0,34516,14/03/2016 11:46
14/03/2016 12:46,1500,wagon,1996,manual,126,a4,150000,0,,audi,no,14/03/2016 00:00,0,24873,17/03/2016 00:45
05/04/2016 09:55,4200,wagon,2003,auto,204,3er,150000,1,gasoline,bmw,no,05/04/2016 00:00,0,53757,07/04/2016 13:16
06/03/2016 21:38,150,,1985,,0,100,150000,4,petrol,audi,,06/03/2016 00:00,0,87616,07/04/2016 02:16
27/03/2016 12:59,1000,small,1996,manual,75,golf,150000,3,petrol,volkswagen,no,27/03/2016 00:00,0,38640,01/04/2016 12:45
15/03/2016 12:50,300,,2005,manual,0,punto,40000,9,,fiat,yes,15/03/2016 00:00,0,26215,25/03/2016 04:19
09/03/2016 12:50,800,sedan,2004,manual,88,3_reihe,150000,9,petrol,peugeot,yes,09/03/2016 00:00,0,66333,20/03/2016 06:18
22/03/2016 10:50,2300,sedan,2000,manual,160,c_klasse,150000,5,petrol,mercedes_benz,no,22/03/2016 00:00,0,40231,22/03/2016 11:41
29/03/2016 07:56,4000,wagon,2003,auto,163,a6,150000,6,gasoline,audi,no,29/03/2016 00:00,0,22525,31/03/2016 01:47
27/03/2016 20:47,6799,small,2009,,60,,20000,5,petrol,volkswagen,no,27/03/2016 00:00,0,89077,27/03/2016 20:47
11/03/2016 18:55,0,bus,2004,manual,101,meriva,150000,10,lpg,opel,yes,11/03/2016 00:00,0,27432,12/03/2016 23:47
03/04/2016 18:58,9450,convertible,2004,manual,170,z_reihe,150000,12,petrol,bmw,no,03/04/2016 00:00,0,65549,07/04/2016 11:15
22/03/2016 16:37,0,,2006,,0,other,5000,0,,fiat,,22/03/2016 00:00,0,44867,06/04/2016 06:17
09/03/2016 12:53,14500,,2017,manual,136,sportage,125000,5,gasoline,kia,no,09/03/2016 00:00,0,49696,05/04/2016 23:45
10/03/2016 16:57,6890,sedan,2003,manual,170,c_klasse,125000,2,gasoline,mercedes_benz,no,10/03/2016 00:00,0,55743,01/04/2016 20:47
23/03/2016 14:45,7500,suv,2007,auto,194,sorento,5000,11,petrol,kia,,23/03/2016 00:00,0,34314,05/04/2016 15:47
01/04/2016 16:06,800,sedan,1993,manual,0,golf,10000,9,petrol,volkswagen,yes,01/04/2016 00:00,0,65929,07/04/2016 11:17
08/03/2016 19:58,1499,small,2002,manual,140,a_klasse,150000,10,,mercedes_benz,no,08/03/2016 00:00,0,16727,10/03/2016 17:44
19/03/2016 19:49,500,small,1999,manual,0,,150000,0,petrol,renault,no,19/03/2016 00:00,0,26969,01/04/2016 11:17
28/03/2016 10:50,1495,wagon,2001,,64,,150000,9,gasoline,volkswagen,,28/03/2016 00:00,0,99086,04/04/2016 11:45
30/03/2016 10:50,300,small,1994,manual,0,other,150000,7,petrol,mitsubishi,,30/03/2016 00:00,0,26340,30/03/2016 10:50
04/04/2016 12:57,1200,,2018,manual,75,astra,150000,0,,opel,no,04/04/2016 00:00,0,15344,06/04/2016 14:45
21/03/2016 23:51,850,sedan,1989,manual,69,golf,125000,11,petrol,volkswagen,no,21/03/2016 00:00,0,95485,05/04/2016 15:17
01/04/2016 22:49,8500,bus,2007,manual,131,transporter,150000,12,gasoline,volkswagen,no,01/04/2016 00:00,0,17291,05/04/2016 21:45
16/03/2016 12:53,300,wagon,1998,manual,0,v40,150000,6,petrol,volvo,no,16/03/2016 00:00,0,47137,25/03/2016 10:18
28/03/2016 01:36,1500,sedan,2000,manual,75,civic,125000,11,petrol,honda,no,28/03/2016 00:00,0,12163,02/04/2016 11:47
01/04/2016 10:54,950,sedan,1995,manual,115,5er,150000,0,petrol,bmw,,01/04/2016 00:00,0,27751,07/04/2016 07:46
14/03/2016 12:54,3200,small,2004,manual,64,ibiza,80000,2,petrol,seat,no,14/03/2016 00:00,0,29633,05/04/2016 13:15
19/03/2016 13:36,11890,bus,2011,manual,116,c_max,150000,4,gasoline,ford,no,19/03/2016 00:00,0,97737,06/04/2016 18:48
28/03/2016 13:46,2900,coupe,2000,auto,170,3er,150000,2,petrol,bmw,no,28/03/2016 00:00,0,53332,30/03/2016 04:17
07/03/2016 12:38,19750,convertible,2006,manual,305,mustang,50000,7,petrol,ford,no,07/03/2016 00:00,0,38350,12/03/2016 20:18
16/03/2016 12:46,9800,convertible,2006,manual,150,eos,60000,11,petrol,volkswagen,no,16/03/2016 00:00,0,47198,06/04/2016 07:16
18/03/2016 12:39,1990,small,2003,manual,80,fiesta,125000,4,petrol,ford,no,18/03/2016 00:00,0,13469,18/03/2016 12:39
18/03/2016 06:36,10500,bus,2006,auto,150,vito,150000,6,gasoline,mercedes_benz,no,18/03/2016 00:00,0,33729,05/04/2016 21:47
24/03/2016 15:38,11000,sedan,2012,manual,131,astra,70000,3,gasoline,opel,no,24/03/2016 00:00,0,34613,05/04/2016 11:56
22/03/2016 10:55,300,bus,1997,manual,0,other,150000,7,petrol,opel,,22/03/2016 00:00,0,24147,28/03/2016 00:15
21/03/2016 00:59,2390,wagon,2000,auto,197,e_klasse,150000,5,gasoline,mercedes_benz,no,20/03/2016 00:00,0,27474,05/04/2016 22:46
08/03/2016 20:58,16449,wagon,2015,auto,110,fabia,10000,8,petrol,skoda,no,08/03/2016 00:00,0,95502,06/04/2016 01:17
12/03/2016 17:47,2999,wagon,2001,manual,0,3er,150000,7,petrol,bmw,,12/03/2016 00:00,0,45891,07/04/2016 09:17
21/03/2016 14:43,3000,,2016,auto,75,fabia,150000,0,petrol,skoda,,21/03/2016 00:00,0,24782,31/03/2016 17:45
28/03/2016 17:39,14300,sedan,2011,manual,120,a4,60000,5,petrol,audi,no,28/03/2016 00:00,0,59494,06/04/2016 23:15
21/03/2016 19:06,5999,small,2009,manual,80,polo,125000,5,petrol,volkswagen,no,21/03/2016 00:00,0,65529,05/04/2016 20:47
10/03/2016 18:45,3700,wagon,2003,auto,179,a6,150000,11,gasoline,audi,no,10/03/2016 00:00,0,64846,13/03/2016 00:16
10/03/2016 23:55,8999,bus,2007,manual,105,touran,90000,2,gasoline,volkswagen,no,10/03/2016 00:00,0,26689,17/03/2016 09:16
16/03/2016 15:51,14000,sedan,2008,,235,,150000,0,,bmw,no,12/02/2016 00:00,0,95131,07/04/2016 14:56
30/03/2016 22:51,2790,sedan,1992,manual,90,80,80000,3,petrol,audi,no,30/03/2016 00:00,0,1219,05/04/2016 15:46
20/03/2016 23:48,13400,sedan,2008,manual,170,3er,100000,12,petrol,bmw,no,20/03/2016 00:00,0,64289,07/04/2016 11:17
25/03/2016 15:56,4900,bus,2006,manual,102,golf,150000,8,petrol,volkswagen,yes,25/03/2016 00:00,0,4288,06/04/2016 20:16
08/03/2016 21:52,11299,sedan,2006,auto,250,golf,150000,8,petrol,volkswagen,no,08/03/2016 00:00,0,22083,19/03/2016 09:46
03/04/2016 11:44,550,other,1997,manual,75,golf,150000,6,petrol,volkswagen,no,03/04/2016 00:00,0,96175,07/04/2016 12:45
21/03/2016 20:43,1400,small,2006,manual,88,getz,150000,7,gasoline,hyundai,yes,21/03/2016 00:00,0,51147,02/04/2016 22:47
27/03/2016 12:47,1200,coupe,1990,manual,45,,150000,0,petrol,volkswagen,,27/03/2016 00:00,0,83317,07/04/2016 08:17
22/03/2016 18:47,9500,wagon,2011,manual,131,insignia,150000,12,gasoline,opel,no,22/03/2016 00:00,0,31832,02/04/2016 13:15
